Pokemon,Type1,Type2,FastMove,FastType,ChargedMove,ChargedMoveType,Stamina,Attack,Defense,DPS,TDO,DPSxTDO,CP,Generation,Legendary,TypeColor
Dragonair,Dragon,,Iron Tail,Steel,Aqua Tail,Water,122,163,139,8.425,122.5,"1,032.40","1,609",1,FALSE,cornflowerblue
Electrode,Electric,,Volt Switch,Electric,Hyper Beam,Normal,120,173,158,8.425,155.5,"1,309.90","1,945",1,FALSE,yellow2
Piloswine,Ice,Ground,Powder Snow,Ice,Stone Edge,Rock,200,181,155,8.424,203.6,"1,715.30","2,284",2,FALSE,cyan2
Misdreavus,Ghost,,Astonish,Ghost,Ominous Wind,Ghost,120,167,164,8.423,143.6,"1,209.70","1,781",2,FALSE,midnightblue
Grimer,Poison,,Acid,Poison,Sludge,Poison,160,135,100,8.418,107.3,903.6,"1,269",1,FALSE,purple3
Kangaskhan,Normal,,Low Kick,Fighting,Brick Break,Fighting,210,181,160,8.418,236.6,"1,991.80","2,463",1,FALSE,ivory2
Cradily,Rock,Grass,Acid,Poison,Stone Edge,Rock,172,152,212,8.416,232.6,"1,957.90","2,081",3,FALSE,sienna4
Natu,Psychic,Flying,Quick Attack,Normal,Drill Peck,Flying,80,134,90,8.413,57.7,485.2,925,2,FALSE,deeppink1
Bonsly,Rock,,Rock Throw,Rock,Rock Slide,Rock,100,124,178,8.412,131.3,"1,104.70","1,302",4,FALSE,sienna4
Exploud,Normal,,Astonish,Ghost,Crunch,Dark,208,179,144,8.412,204.4,"1,719.30","2,267",3,FALSE,ivory2
Weezing,Poison,,Infestation,Bug,Dark Pulse,Dark,130,174,228,8.412,199.8,"1,680.60","2,183",1,FALSE,purple3
Ariados,Bug,Poison,Poison Sting,Poison,Megahorn,Bug,140,161,138,8.408,131.1,"1,102.60","1,647",2,FALSE,darkgreen
Quagsire,Water,Ground,Water Gun,Water,Stone Edge,Rock,190,152,165,8.407,199.7,"1,679","1,929",2,FALSE,dodgerblue2
Porygon,Normal,,Zen Headbutt,Psychic,Hyper Beam,Normal,130,153,149,8.406,130.3,"1,095","1,567",1,FALSE,ivory2
Mew,Psychic,,Volt Switch,Electric,Flash Cannon,Steel,200,210,200,8.405,282.2,"2,371.80","3,090",1,FALSE,deeppink1
Elekid,Electric,,Low Kick,Fighting,Discharge,Electric,90,135,106,8.401,76.5,642.9,"1,073",2,FALSE,yellow2
Uxie,Psychic,,Extrasensory,Psychic,Thunder,Electric,150,156,260,8.4,325.6,"2,735","2,524",4,TRUE,deeppink1
Mantine,Water,Flying,Bubble,Water,Aerial Ace,Flying,130,149,263,8.399,296.5,"2,490.30","2,310",2,FALSE,dodgerblue2
Porygon,Normal,,Charge Beam,Electric,Hyper Beam,Normal,130,153,149,8.396,130.1,"1,092.30","1,567",1,FALSE,ivory2
Monferno,Fire,Fighting,Rock Smash,Fighting,Flame Wheel,Fire,128,158,104,8.395,123.7,"1,038.90","1,574",4,FALSE,firebrick
Farfetch'd,Normal,Flying,Fury Cutter,Bug,Air Cutter,Flying,104,124,122,8.39,92.2,773.2,"1,430",1,FALSE,ivory2
Hypno,Psychic,,Confusion,Psychic,Psychic,Psychic,170,144,219,8.39,247.7,"2,078.70","2,048",1,FALSE,deeppink1
Togetic,Fairy,Flying,Zen Headbutt,Psychic,Dazzling Gleam,Fairy,110,140,205,8.39,149.9,"1,258","1,553",2,FALSE,pink1
Froslass,Ice,Ghost,Hex,Ghost,Crunch,Dark,140,171,140,8.387,179.6,"1,506.30","2,040",4,FALSE,cyan2
Staravia,Normal,Flying,Quick Attack,Normal,Brave Bird,Flying,110,142,98,8.386,102.1,856.4,"1,299",4,FALSE,ivory2
Monferno,Fire,Fighting,Rock Smash,Fighting,Low Sweep,Fighting,128,158,104,8.384,123.6,"1,036.10","1,574",4,FALSE,firebrick
Gastrodon,Water,Ground,Hidden Power,Normal,Water Pulse,Water,222,169,161,8.382,238,"1,995.20","2,324",4,FALSE,dodgerblue2
Kricketune,Bug,,Fury Cutter,Bug,Aerial Ace,Flying,154,160,102,8.378,133.1,"1,114.90","1,653",4,FALSE,darkgreen
Miltank,Normal,,Zen Headbutt,Psychic,Stomp,Normal,190,158,201,8.378,269.4,"2,257","2,325",2,FALSE,ivory2
Relicanth,Water,Rock,Zen Headbutt,Psychic,Ancient Power,Rock,200,162,244,8.378,311.3,"2,608","2,557",3,FALSE,dodgerblue2
Oddish,Grass,Poison,Acid,Poison,Seed Bomb,Grass,90,131,128,8.376,80,669.7,"1,069",1,FALSE,green2
Dragonair,Dragon,,Dragon Breath,Dragon,Wrap,Normal,122,163,139,8.375,121.8,"1,020.30","1,609",1,FALSE,cornflowerblue
Shelgon,Dragon,,Dragon Breath,Dragon,Twister,Dragon,130,172,188,8.375,163.5,"1,369.10","1,958",3,FALSE,cornflowerblue
Umbreon,Dark,,Snarl,Dark,Foul Play,Dark,190,126,255,8.374,315.7,"2,643.40","2,052",2,FALSE,gray0
Croagunk,Poison,Fighting,Poison Sting,Poison,Sludge Bomb,Poison,96,116,80,8.373,78.8,659.6,952,4,FALSE,purple3
Kecleon,Normal,,Sucker Punch,Dark,Flamethrower,Fire,120,161,228,8.373,178.1,"1,490.90","1,924",3,FALSE,ivory2
Natu,Psychic,Flying,Peck,Flying,Drill Peck,Flying,80,134,90,8.373,57.4,480.6,925,2,FALSE,deeppink1
Combusken,Fire,Fighting,Peck,Flying,Rock Slide,Rock,120,163,120,8.37,101.9,853.3,"1,472",3,FALSE,firebrick
Bronzong,Steel,Psychic,Feint Attack,Dark,Flash Cannon,Steel,134,161,232,8.369,241,"2,016.80","2,239",4,FALSE,darkslategray4
Torkoal,Fire,,Fire Spin,Fire,Earthquake,Ground,140,151,263,8.369,224.2,"1,876.10","2,036",3,FALSE,firebrick
Dewgong,Water,Ice,Ice Shard,Ice,Blizzard,Ice,180,139,186,8.368,225.4,"1,885.80","1,894",1,FALSE,dodgerblue2
Whiscash,Water,Ground,Water Gun,Water,Water Pulse,Water,220,151,146,8.368,214.3,"1,792.90","1,991",3,FALSE,dodgerblue2
Gastly,Ghost,Poison,Astonish,Ghost,Dark Pulse,Dark,60,186,69,8.361,37,309.3,"1,002",1,FALSE,midnightblue
Grotle,Grass,,Bite,Dark,Body Slam,Normal,150,157,165,8.361,179.7,"1,502.20","1,890",4,FALSE,green2
Prinplup,Water,,Metal Claw,Steel,Bubble Beam,Water,128,150,150,8.361,158.2,"1,322.40","1,701",4,FALSE,dodgerblue2
Shinx,Electric,,Spark,Electric,Thunderbolt,Electric,90,117,68,8.36,65.5,547.9,876,4,FALSE,yellow2
Vespiquen,Bug,Flying,Poison Sting,Poison,X-scissor,Bug,140,149,204,8.353,222.2,"1,856.10","2,005",4,FALSE,darkgreen
Ponyta,Fire,,Tackle,Normal,Stomp,Normal,100,170,128,8.35,98,818,"1,502",1,FALSE,firebrick
Kecleon,Normal,,Sucker Punch,Dark,Ice Beam,Ice,120,161,228,8.346,177.5,"1,481.40","1,924",3,FALSE,ivory2
Munchlax,Normal,,Tackle,Normal,Gunk Shot,Poison,270,137,159,8.345,230.1,"1,920.30","1,892",4,FALSE,ivory2
Gloom,Grass,Poison,Razor Leaf,Grass,Moonblast,Fairy,120,153,149,8.343,120.4,"1,004.30","1,512",1,FALSE,green2
Oddish,Grass,Poison,Razor Leaf,Grass,Seed Bomb,Grass,90,131,128,8.343,79.6,664.4,"1,069",1,FALSE,green2
Machop,Fighting,,Low Kick,Fighting,Cross Chop,Fighting,140,137,96,8.342,92.4,770.9,"1,199",1,FALSE,chocolate2
Umbreon,Dark,,Feint Attack,Dark,Foul Play,Dark,190,126,255,8.341,314.5,"2,623","2,052",2,FALSE,gray0
Yanma,Bug,Flying,Quick Attack,Normal,Silver Wind,Bug,130,154,90,8.34,91.5,762.9,"1,326",2,FALSE,darkgreen
Alolan Raticate,Dark,Normal,Bite,Dark,Crunch,Dark,150,135,159,8.338,166.1,"1,385","1,587",Alolan,FALSE,gray0
Luxio,Electric,,Bite,Dark,Crunch,Dark,120,159,98,8.338,108.2,902.3,"1,486",4,FALSE,yellow2
Glalie,Ice,,Frost Breath,Ice,Gyro Ball,Steel,160,162,160,8.337,179.2,"1,494.10","1,945",3,FALSE,cyan2
Seaking,Water,,Waterfall,Water,Icy Wind,Ice,160,175,156,8.336,171.1,"1,426.20","2,040",1,FALSE,dodgerblue2
Vespiquen,Bug,Flying,Poison Sting,Poison,Bug Buzz,Bug,140,149,204,8.324,221.4,"1,843.30","2,005",4,FALSE,darkgreen
Grovyle,Grass,,Quick Attack,Normal,Aerial Ace,Flying,100,172,125,8.323,96.3,801.6,"1,508",3,FALSE,green2
Krabby,Water,,Mud Shot,Ground,Water Pulse,Water,60,181,164,8.323,74.1,616.5,"1,386",1,FALSE,dodgerblue2
Elekid,Electric,,Low Kick,Fighting,Thunderbolt,Electric,90,135,106,8.322,75.8,630.8,"1,073",2,FALSE,yellow2
Bronzong,Steel,Psychic,Feint Attack,Dark,Psychic,Psychic,134,161,232,8.321,239.6,"1,993.90","2,239",4,FALSE,darkslategray4
Misdreavus,Ghost,,Hex,Ghost,Dark Pulse,Dark,120,167,164,8.318,141.8,"1,179.90","1,781",2,FALSE,midnightblue
Ponyta,Fire,,Tackle,Normal,Flame Wheel,Fire,100,170,128,8.318,97.6,811.7,"1,502",1,FALSE,firebrick
Beedrill,Bug,Poison,Infestation,Bug,Aerial Ace,Flying,130,169,150,8.317,138.1,"1,148.50","1,777",1,FALSE,darkgreen
Mankey,Fighting,,Scratch,Normal,Brick Break,Fighting,80,148,88,8.312,55.9,464.6,"1,002",1,FALSE,chocolate2
Golbat,Poison,Flying,Bite,Dark,Air Cutter,Flying,150,161,149,8.31,159.9,"1,328.30","1,830",1,FALSE,purple3
Trapinch,Ground,,Struggle Bug,Bug,Dig,Ground,90,162,90,8.306,56.3,467.6,"1,092",3,FALSE,peru
Bayleef,Grass,,Tackle,Normal,Grass Knot,Grass,120,122,160,8.305,132.3,"1,098.60","1,296",2,FALSE,green2
Gastrodon,Water,Ground,Hidden Power,Normal,Body Slam,Normal,222,169,161,8.301,235.7,"1,957","2,324",4,FALSE,dodgerblue2
Sandslash,Ground,,Metal Claw,Steel,Rock Tomb,Rock,150,182,206,8.301,206.3,"1,712.20","2,328",1,FALSE,peru
Teddiursa,Normal,,Scratch,Normal,Cross Chop,Fighting,120,142,100,8.296,83.9,696.3,"1,184",2,FALSE,ivory2
Swalot,Poison,,Infestation,Bug,Gunk Shot,Poison,200,140,166,8.295,215.4,"1,786.40","1,872",3,FALSE,purple3
Metang,Steel,Psychic,Zen Headbutt,Psychic,Psyshock,Psychic,120,138,195,8.287,155.3,"1,286.80","1,570",3,FALSE,darkslategray4
Loudred,Normal,,Bite,Dark,Stomp,Normal,168,134,86,8.286,101,837.1,"1,233",3,FALSE,ivory2
Mankey,Fighting,,Scratch,Normal,Cross Chop,Fighting,80,148,88,8.285,55.7,461.6,"1,002",1,FALSE,chocolate2
Porygon,Normal,,Hidden Power,Normal,Discharge,Electric,130,153,149,8.284,128.4,"1,063.50","1,567",1,FALSE,ivory2
Castform,Normal,,Tackle,Normal,Solar Beam,Grass,140,139,140,8.282,137.2,"1,136.30","1,486",3,FALSE,ivory2
Lumineon,Water,,Water Gun,Water,Blizzard,Ice,138,142,170,8.28,196.6,"1,628.20","1,814",4,FALSE,dodgerblue2
Monferno,Fire,Fighting,Ember,Fire,Flame Wheel,Fire,128,158,104,8.28,122,"1,010.40","1,574",4,FALSE,firebrick
Gastly,Ghost,Poison,Astonish,Ghost,Night Shade,Ghost,60,186,69,8.279,36.6,303.2,"1,002",1,FALSE,midnightblue
Shinx,Electric,,Spark,Electric,Discharge,Electric,90,117,68,8.273,64.9,536.6,876,4,FALSE,yellow2
Noctowl,Normal,Flying,Wing Attack,Flying,Psychic,Psychic,200,145,181,8.271,239.4,"1,979.90","2,245",2,FALSE,ivory2
Probopass,Rock,Steel,Rock Throw,Rock,Thunderbolt,Electric,120,135,299,8.27,282.9,"2,339.70","2,080",4,FALSE,sienna4
Skarmory,Steel,Flying,Air Slash,Flying,Brave Bird,Flying,130,149,263,8.268,228.8,"1,891.80","2,045",2,FALSE,darkslategray4
Luxio,Electric,,Spark,Electric,Crunch,Dark,120,159,98,8.267,107.3,887,"1,486",4,FALSE,yellow2
Togetic,Fairy,Flying,Hidden Power,Normal,Dazzling Gleam,Fairy,110,140,205,8.265,147.7,"1,220.80","1,553",2,FALSE,pink1
Monferno,Fire,Fighting,Ember,Fire,Low Sweep,Fighting,128,158,104,8.263,121.8,"1,006.40","1,574",4,FALSE,firebrick
Persian,Normal,,Feint Attack,Dark,Foul Play,Dark,130,150,129,8.261,128,"1,057.40","1,539",1,FALSE,ivory2
Porygon,Normal,,Hidden Power,Normal,Solar Beam,Grass,130,153,149,8.261,128,"1,057.50","1,567",1,FALSE,ivory2
Machop,Fighting,,Karate Chop,Fighting,Brick Break,Fighting,140,137,96,8.26,91.5,755.8,"1,199",1,FALSE,chocolate2
Metang,Steel,Psychic,Metal Claw,Steel,Gyro Ball,Steel,120,138,195,8.259,154.8,"1,278.20","1,570",3,FALSE,darkslategray4
Sableye,Dark,Ghost,Shadow Claw,Ghost,Power Gem,Rock,100,141,148,8.259,102.8,849.2,"1,305",3,FALSE,gray0
Ninetales,Fire,,Feint Attack,Dark,Heat Wave,Fire,146,169,194,8.255,202,"1,667.30","2,157",1,FALSE,firebrick
Altaria,Dragon,Flying,Peck,Flying,Dragon Pulse,Dragon,150,141,206,8.254,210.8,"1,739.80","1,868",3,FALSE,cornflowerblue
Trapinch,Ground,,Mud Shot,Ground,Crunch,Dark,90,162,90,8.252,55.9,461.5,"1,092",3,FALSE,peru
Lickilicky,Normal,,Lick,Ghost,Earthquake,Ground,220,161,190,8.251,288.4,"2,379.60","2,467",4,FALSE,ivory2
Trapinch,Ground,,Mud Shot,Ground,Sand Tomb,Ground,90,162,90,8.246,55.9,460.8,"1,092",3,FALSE,peru
Combusken,Fire,Fighting,Peck,Flying,Flame Charge,Fire,120,163,120,8.24,100.4,827,"1,472",3,FALSE,firebrick
Spiritomb,Ghost,Dark,Feint Attack,Dark,Shadow Sneak,Ghost,100,169,216,8.238,186,"1,532.10","2,072",4,FALSE,midnightblue
Quilava,Fire,,Ember,Fire,Flame Charge,Fire,116,158,128,8.229,107.7,886.5,"1,484",2,FALSE,firebrick
Mew,Psychic,,Charge Beam,Electric,Low Sweep,Fighting,200,210,200,8.217,275.8,"2,266.50","3,090",1,FALSE,deeppink1
Gligar,Ground,Flying,Wing Attack,Flying,Aerial Ace,Flying,130,143,200,8.213,181,"1,486.40","1,758",2,FALSE,peru
Natu,Psychic,Flying,Quick Attack,Normal,Psyshock,Psychic,80,134,90,8.213,56.3,462.5,925,2,FALSE,deeppink1
Gloom,Grass,Poison,Acid,Poison,Moonblast,Fairy,120,153,149,8.212,118.5,973.1,"1,512",1,FALSE,green2
Steelix,Steel,Ground,Dragon Tail,Dragon,Earthquake,Ground,150,148,366,8.208,327.1,"2,684.50","2,439",2,FALSE,darkslategray4
Pupitar,Rock,Ground,Rock Smash,Fighting,Ancient Power,Rock,140,155,140,8.199,130.5,"1,070.10","1,608",2,FALSE,sienna4
Tropius,Grass,Flying,Razor Leaf,Grass,Aerial Ace,Flying,198,136,173,8.198,218.1,"1,788.20","1,846",3,FALSE,green2
Natu,Psychic,Flying,Peck,Flying,Psyshock,Psychic,80,134,90,8.192,56.2,460.1,925,2,FALSE,deeppink1
Skarmory,Steel,Flying,Air Slash,Flying,Flash Cannon,Steel,130,149,263,8.189,226.6,"1,855.60","2,045",2,FALSE,darkslategray4
Froslass,Ice,Ghost,Powder Snow,Ice,Crunch,Dark,140,171,140,8.187,175.3,"1,435.30","2,040",4,FALSE,cyan2
Mantine,Water,Flying,Wing Attack,Flying,Ice Beam,Ice,130,149,263,8.187,289,"2,366.30","2,310",2,FALSE,dodgerblue2
Croconaw,Water,,Water Gun,Water,Ice Punch,Ice,130,150,156,8.179,136.6,"1,117.50","1,598",2,FALSE,dodgerblue2
Pupitar,Rock,Ground,Rock Smash,Fighting,Dig,Ground,140,155,140,8.177,130.2,"1,064.40","1,608",2,FALSE,sienna4
Carvanha,Water,Dark,Snarl,Dark,Poison Fang,Poison,90,171,40,8.172,32.2,262.8,874,3,FALSE,dodgerblue2
Croconaw,Water,,Water Gun,Water,Water Pulse,Water,130,150,156,8.172,136.5,"1,115.60","1,598",2,FALSE,dodgerblue2
Alolan Raticate,Dark,Normal,Quick Attack,Normal,Crunch,Dark,150,135,159,8.169,162.8,"1,329.50","1,587",Alolan,FALSE,gray0
Electrike,Electric,,Spark,Electric,Discharge,Electric,80,123,80,8.168,50.1,409,810,3,FALSE,yellow2
Riolu,Fighting,,Counter,Fighting,Brick Break,Fighting,80,127,80,8.168,71.2,581.3,993,4,FALSE,chocolate2
Illumise,Bug,,Tackle,Normal,Bug Buzz,Bug,130,143,145,8.167,152.9,"1,248.40","1,620",3,FALSE,darkgreen
Volbeat,Bug,,Tackle,Normal,Bug Buzz,Bug,130,143,145,8.167,152.9,"1,248.40","1,620",3,FALSE,darkgreen
Claydol,Ground,Psychic,Confusion,Psychic,Earthquake,Ground,120,140,236,8.166,192,"1,568","1,782",3,FALSE,peru
Staravia,Normal,Flying,Wing Attack,Flying,Brave Bird,Flying,110,142,98,8.165,99.4,812,"1,299",4,FALSE,ivory2
Miltank,Normal,,Tackle,Normal,Gyro Ball,Steel,190,158,201,8.159,262.3,"2,140.50","2,325",2,FALSE,ivory2
Probopass,Rock,Steel,Spark,Electric,Magnet Bomb,Steel,120,135,299,8.157,279.1,"2,276.50","2,080",4,FALSE,sienna4
Sandslash,Ground,,Mud Shot,Ground,Rock Tomb,Rock,150,182,206,8.155,202.6,"1,652.50","2,328",1,FALSE,peru
Shinx,Electric,,Tackle,Normal,Discharge,Electric,90,117,68,8.154,63.9,521.3,876,4,FALSE,yellow2
Omanyte,Rock,Water,Water Gun,Water,Rock Tomb,Rock,70,155,189,8.153,90.9,741.1,"1,345",1,FALSE,sienna4
Quilava,Fire,,Tackle,Normal,Flame Charge,Fire,116,158,128,8.152,106.7,870.1,"1,484",2,FALSE,firebrick
Illumise,Bug,,Struggle Bug,Bug,Bug Buzz,Bug,130,143,145,8.151,152.6,"1,243.50","1,620",3,FALSE,darkgreen
Volbeat,Bug,,Struggle Bug,Bug,Bug Buzz,Bug,130,143,145,8.151,152.6,"1,243.50","1,620",3,FALSE,darkgreen
Dusknoir,Ghost,,Hex,Ghost,Psychic,Psychic,90,180,270,8.15,217.6,"1,773.40","2,388",4,FALSE,midnightblue
Marshtomp,Water,Ground,Water Gun,Water,Sludge,Poison,140,156,140,8.147,129.7,"1,056.70","1,617",3,FALSE,dodgerblue2
Porygon,Normal,,Quick Attack,Normal,Signal Beam,Bug,130,153,149,8.145,126.2,"1,028","1,567",1,FALSE,ivory2
Machop,Fighting,,Low Kick,Fighting,Brick Break,Fighting,140,137,96,8.142,90.2,734.4,"1,199",1,FALSE,chocolate2
Spiritomb,Ghost,Dark,Sucker Punch,Dark,Shadow Sneak,Ghost,100,169,216,8.136,183.7,"1,494.30","2,072",4,FALSE,midnightblue
Golbat,Poison,Flying,Wing Attack,Flying,Poison Fang,Poison,150,161,149,8.135,156.5,"1,273.10","1,830",1,FALSE,purple3
Porygon,Normal,,Tackle,Normal,Signal Beam,Bug,130,153,149,8.134,126,"1,025.30","1,567",1,FALSE,ivory2
Kangaskhan,Normal,,Mud Slap,Ground,Earthquake,Ground,210,181,160,8.132,228.6,"1,858.60","2,463",1,FALSE,ivory2
Electrike,Electric,,Spark,Electric,Thunderbolt,Electric,80,123,80,8.13,49.8,405.2,810,3,FALSE,yellow2
Munchlax,Normal,,Lick,Ghost,Gunk Shot,Poison,270,137,159,8.126,224,"1,820.50","1,892",4,FALSE,ivory2
Shinx,Electric,,Tackle,Normal,Thunderbolt,Electric,90,117,68,8.123,63.7,517.2,876,4,FALSE,yellow2
Kecleon,Normal,,Lick,Ghost,Thunder,Electric,120,161,228,8.122,172.7,"1,402.80","1,924",3,FALSE,ivory2
Nidorina,Poison,,Poison Sting,Poison,Sludge Bomb,Poison,140,117,131,8.121,123.2,"1,000.20","1,218",1,FALSE,purple3
Kricketune,Bug,,Struggle Bug,Bug,Aerial Ace,Flying,154,160,102,8.119,128.9,"1,046.90","1,653",4,FALSE,darkgreen
Mew,Psychic,,Volt Switch,Electric,Low Sweep,Fighting,200,210,200,8.118,272.5,"2,212.50","3,090",1,FALSE,deeppink1
Kangaskhan,Normal,,Mud Slap,Ground,Brick Break,Fighting,210,181,160,8.117,228.1,"1,851.60","2,463",1,FALSE,ivory2
Lopunny,Normal,,Low Kick,Fighting,Focus Blast,Fighting,130,156,189,8.117,209.6,"1,701.10","2,059",4,FALSE,ivory2
Wailmer,Water,,Water Gun,Water,Water Pulse,Water,260,136,70,8.114,128.5,"1,042.70","1,424",3,FALSE,dodgerblue2
Koffing,Poison,,Acid,Poison,Sludge Bomb,Poison,80,119,178,8.112,95.7,776.6,"1,091",1,FALSE,purple3
Mantine,Water,Flying,Bubble,Water,Ice Beam,Ice,130,149,263,8.11,286.3,"2,322","2,310",2,FALSE,dodgerblue2
Gligar,Ground,Flying,Fury Cutter,Bug,Aerial Ace,Flying,130,143,200,8.108,178.7,"1,448.80","1,758",2,FALSE,peru
Wailmer,Water,,Water Gun,Water,Body Slam,Normal,260,136,70,8.108,128.4,"1,041.40","1,424",3,FALSE,dodgerblue2
Exploud,Normal,,Astonish,Ghost,Fire Blast,Fire,208,179,144,8.103,196.9,"1,595.10","2,267",3,FALSE,ivory2
Parasect,Bug,Grass,Struggle Bug,Bug,Cross Poison,Poison,120,165,160,8.102,122.2,990.1,"1,657",1,FALSE,darkgreen
Probopass,Rock,Steel,Spark,Electric,Rock Slide,Rock,120,135,299,8.101,277.2,"2,245.50","2,080",4,FALSE,sienna4
Ambipom,Normal,,Astonish,Ghost,Low Sweep,Fighting,150,205,132,8.1,174.1,"1,410","2,418",4,FALSE,ivory2
Cradily,Rock,Grass,Infestation,Bug,Stone Edge,Rock,172,152,212,8.097,223.8,"1,812.40","2,081",3,FALSE,sienna4
Vigoroth,Normal,,Counter,Fighting,Brick Break,Fighting,160,159,154,8.094,171,"1,384.40","1,896",3,FALSE,ivory2
Doduo,Normal,Flying,Quick Attack,Normal,Swift,Normal,70,158,88,8.086,49.1,397.3,"1,011",1,FALSE,ivory2
Machop,Fighting,,Rock Smash,Fighting,Cross Chop,Fighting,140,137,96,8.085,89.6,724.2,"1,199",1,FALSE,chocolate2
Doduo,Normal,Flying,Quick Attack,Normal,Brave Bird,Flying,70,158,88,8.079,49.1,396.6,"1,011",1,FALSE,ivory2
Clefable,Fairy,,Zen Headbutt,Psychic,Psychic,Psychic,190,178,176,8.077,213.7,"1,726.30","2,353",1,FALSE,pink1
Misdreavus,Ghost,,Astonish,Ghost,Dark Pulse,Dark,120,167,164,8.075,137.7,"1,111.90","1,781",2,FALSE,midnightblue
Treecko,Grass,,Bullet Seed,Grass,Grass Knot,Grass,80,124,105,8.075,63.4,511.5,923,3,FALSE,green2
Cresselia,Psychic,,Psycho Cut,Psychic,Moonblast,Fairy,240,152,258,8.073,420.6,"3,395.40","2,857",4,FALSE,deeppink1
Vibrava,Ground,Dragon,Dragon Breath,Dragon,Bulldoze,Ground,100,134,100,8.07,73.4,592.6,"1,065",3,FALSE,peru
Persian,Normal,,Scratch,Normal,Night Slash,Dark,130,150,129,8.065,125,"1,007.90","1,539",1,FALSE,ivory2
Metang,Steel,Psychic,Metal Claw,Steel,Psychic,Psychic,120,138,195,8.064,151.1,"1,218.50","1,570",3,FALSE,darkslategray4
Regice,Ice,,Rock Smash,Fighting,Earthquake,Ground,160,179,375,8.061,363.2,"2,927.50","3,087",3,TRUE,cyan2
Lombre,Water,Grass,Bubble,Water,Grass Knot,Grass,120,112,135,8.06,108,870.4,"1,102",3,FALSE,dodgerblue2
Torchic,Fire,,Scratch,Normal,Flamethrower,Fire,90,130,98,8.057,62.8,506.2,959,3,FALSE,firebrick
Exploud,Normal,,Bite,Dark,Disarming Voice,Fairy,208,179,144,8.055,195.7,"1,576.50","2,267",3,FALSE,ivory2
Porygon,Normal,,Zen Headbutt,Psychic,Discharge,Electric,130,153,149,8.053,124.8,"1,005","1,567",1,FALSE,ivory2
Omanyte,Rock,Water,Mud Shot,Ground,Rock Blast,Rock,70,155,189,8.051,89.8,722.6,"1,345",1,FALSE,sienna4
Golbat,Poison,Flying,Bite,Dark,Poison Fang,Poison,150,161,149,8.048,154.8,"1,246.10","1,830",1,FALSE,purple3
Dewgong,Water,Ice,Iron Tail,Steel,Blizzard,Ice,180,139,186,8.044,216.6,"1,742.70","1,894",1,FALSE,dodgerblue2
Glalie,Ice,,Ice Shard,Ice,Gyro Ball,Steel,160,162,160,8.044,172.9,"1,390.70","1,945",3,FALSE,cyan2
Grumpig,Psychic,,Charge Beam,Electric,Psychic,Psychic,160,171,209,8.043,220.7,"1,775.40","2,310",3,FALSE,deeppink1
Volbeat,Bug,,Tackle,Normal,Signal Beam,Bug,130,143,145,8.043,150.5,"1,210.70","1,620",3,FALSE,darkgreen
Whiscash,Water,Ground,Mud Shot,Ground,Water Pulse,Water,220,151,146,8.043,205.9,"1,656.20","1,991",3,FALSE,dodgerblue2
Bibarel,Normal,Water,Take Down,Normal,Hyper Beam,Normal,158,162,120,8.04,151.8,"1,220.40","1,823",4,FALSE,ivory2
Castform,Normal,,Tackle,Normal,Blizzard,Ice,140,139,140,8.04,133.2,"1,070.70","1,486",3,FALSE,ivory2
Claydol,Ground,Psychic,Confusion,Psychic,Psychic,Psychic,120,140,236,8.038,189,"1,519.50","1,782",3,FALSE,peru
Volbeat,Bug,,Struggle Bug,Bug,Signal Beam,Bug,130,143,145,8.037,150.4,"1,208.90","1,620",3,FALSE,darkgreen
Blissey,Normal,,Pound,Normal,Dazzling Gleam,Fairy,510,129,239,8.035,714.3,"5,739.40","3,219",2,FALSE,ivory2
Lombre,Water,Grass,Razor Leaf,Grass,Grass Knot,Grass,120,112,135,8.035,107.7,865,"1,102",3,FALSE,dodgerblue2
Electrike,Electric,,Quick Attack,Normal,Discharge,Electric,80,123,80,8.033,49.3,395.6,810,3,FALSE,yellow2
Claydol,Ground,Psychic,Extrasensory,Psychic,Earthquake,Ground,120,140,236,8.029,188.8,"1,516","1,782",3,FALSE,peru
Gligar,Ground,Flying,Wing Attack,Flying,Dig,Ground,130,143,200,8.029,176.9,"1,420.70","1,758",2,FALSE,peru
Bulbasaur,Grass,Poison,Tackle,Normal,Power Whip,Grass,90,118,126,8.024,77.8,624,981,1,FALSE,green2
Lanturn,Water,Electric,Charge Beam,Electric,Thunder,Electric,250,146,148,8.015,237.3,"1,901.90","2,077",2,FALSE,dodgerblue2
Bonsly,Rock,,Counter,Fighting,Rock Slide,Rock,100,124,178,8.014,125.1,"1,002.60","1,302",4,FALSE,sienna4
Hypno,Psychic,,Zen Headbutt,Psychic,Focus Blast,Fighting,170,144,219,8.01,236.5,"1,894.40","2,048",1,FALSE,deeppink1
Vigoroth,Normal,,Counter,Fighting,Bulldoze,Ground,160,159,154,7.998,169,"1,351.90","1,896",3,FALSE,ivory2
Mareep,Electric,,Thunder Shock,Electric,Thunderbolt,Electric,110,114,89,7.997,67.3,538.1,887,2,FALSE,yellow2
Torchic,Fire,,Ember,Fire,Flamethrower,Fire,90,130,98,7.989,62.3,497.6,959,3,FALSE,firebrick
Sealeo,Ice,Water,Water Gun,Water,Aurora Beam,Ice,180,137,140,7.988,158.9,"1,269.20","1,607",3,FALSE,cyan2
